Doi,Author,Title,PubDate,Journal,Country,ISO_3,YCoordinate,XCoordinate,SamplingStartYear,SamplingEndYear,Species,Pathogen,Species,Strain,ControlStrain,SampleType,Sal_Prevalence,No_sample,No_Isolate,Antimicrobial,AntimicrobialCompound,AntibioticClass,Percent_resistant,Percent_intermediate,Percent_susceptible,Perc_res_inc_intermediate,Perc_res_excl_intermediate,ASTMethod,No_isolates_resistant,No_isolates_intermediate,No_isolates_susceptible,MDR_percentage,Laboratory_guidelines,Conc.ofAMusedforsusceptibilitytest(µg/ µg/ml),SusceptibleBreakpoint,Notes
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Ampicillin,AMP,Penicillin ,,,,,,Disk diffusion,19,0,9,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Amoxycillin-cluvanic acid,AMC,Penicillin ,,,,,,Disk diffusion,19,0,9,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Cefalothin,CFL,1st generation Cephalosporin,,,,,,Disk diffusion,20,0,8,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Ceftriaxone,FFC,Amphenicols,,,,,,Disk diffusion,0,0,28,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,cefoxitin,FOX,2nd generation Cephalosporin,,,,,,Disk diffusion,2,0,26,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Amikacin,AMK,Aminoglycosides,,,,,,Disk diffusion,4,0,24,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Gentamycin,GEN,Aminoglycosides,,,,,,Disk diffusion,2,0,26,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Kanamycin,KAN,Aminoglycosides,,,,,,Disk diffusion,16,0,12,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Streptomycin,STR,Aminoglycosides,,,,,,Disk diffusion,25,0,3,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Co-trimoxazole (sulfamethazole-trimethoprim),SXT,Sulfonamides,,,,,,Disk diffusion,1,0,27,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Ciproflaxin,CIP,Fluoroquinolones,,,,,,Disk diffusion,10,0,18,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Nalidixic acid,NAL,Fluoroquinolones,,,,,,Disk diffusion,2,0,26,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Tetracycline,TET,Tetracycline,,,,,,Disk diffusion,11,0,17,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Chloromphenicols,CHL,Amphenicols,,,,,,Disk diffusion,0,0,28,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Trimethoprim,TMP,"Sulfonamide, Trimethoprim and Combinations",,,,,,Disk diffusion,2,0,26,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Sulfamethoxazole,SMX,Sulfonamides,,,,,,Disk diffusion,12,0,16,71.5,CLSI,,,
10.1155/2018/9794869,Ketema et al.2018,"Prevalence and Antimicrobial Susceptibility Profile of Salmonella Serovars Isolated from Slaughtered Cattle in Addis Ababa, Ethiopia.",2018,BioMed research international,Ethiopia,ETH,8.982111,38.74682,2014,2015,Cattle,Salmonella,,,S. Typhimurium (ATCC 14028,,3.7,,28,Nitrofurantoin,NIT,Nitrofurans,,,,,,Disk diffusion,10,0,18,71.5,CLSI,,,
10.1186/s12917-021-02938-2,Jibril et al.2021,Association between antimicrobial usage and resistance in Salmonella from poultry farms in Nigeria.,2021,BMC veterinary research,Nigeria,NGA,11.976555,4.168338,,,Chicken,Salmonella,,,,,,,26,Trimethoprim,TMP,"Sulfonamide, Trimethoprim and Combinations",,,,,,,5,0,21,,,,,
10.1186/s12917-021-02938-2,Jibril et al.2021,Association between antimicrobial usage and resistance in Salmonella from poultry farms in Nigeria.,2021,BMC veterinary research,Nigeria,NGA,11.976555,4.168338,,,Chicken,Salmonella,,,,,,,26,Tetracycline,TET,Tetracycline,,,,,,,16,0,10,,,,,
10.1186/s12917-021-02938-2,Jibril et al.2021,Association between antimicrobial usage and resistance in Salmonella from poultry farms in Nigeria.,2021,BMC veterinary research,Nigeria,NGA,11.976555,4.168338,,,Chicken,Salmonella,,,,,,,26,Sulfamethoxazole,SMX,Sulfonamides,,,,,,,17,0,9,,,,,
10.1186/s12917-021-02938-2,Jibril et al.2021,Association between antimicrobial usage and resistance in Salmonella from poultry farms in Nigeria.,2021,BMC veterinary research,Nigeria,NGA,11.976555,4.168338,,,Chicken,Salmonella,,,,,,,26,Gentamycin,GEN,Aminoglycosides,,,,,,,11,0,15,,,,,
10.1186/s12917-021-02938-2,Jibril et al.2021,Association between antimicrobial usage and resistance in Salmonella from poultry farms in Nigeria.,2021,BMC veterinary research,Nigeria,NGA,11.976555,4.168338,,,Chicken,Salmonella,,,,,,,26,Ciproflaxin,CIP,Fluoroquinolones,,,,,,,12,0,14,,,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Tetracycline,TET,Tetracycline,,,,,,Disk diffusion,48,0,0,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Oxytetracycline,OXT,Tetracycline,,,,,,Disk diffusion,36,12,0,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Ampicillin,AMP,Penicillin ,,,,,,Disk diffusion,36,12,0,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Cefalothin,CFL,1st generation Cephalosporin,,,,,,Disk diffusion,4,4,40,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Cefuroxime,CFX,2nd generation Cephalosporin,,,,,,Disk diffusion,8,8,32,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Ceftazadime,CAZ,3rd generation Cephalosporin,,,,,,Disk diffusion,12,24,12,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,cefoxitin,FOX,2nd generation Cephalosporin,,,,,,Disk diffusion,20,16,12,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Erythromycin,ERY,Macrolides,,,,,,Disk diffusion,48,0,0,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Cotrimoxazole,COT,Sulfonamides,,,,,,Disk diffusion,36,0,12,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Chloromphenicols,CHL,Amphenicols,,,,,,Disk diffusion,12,32,4,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Nalidixic acid,NAL,Fluoroquinolones,,,,,,Disk diffusion,36,12,0,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Ciproflaxin,CIP,Fluoroquinolones,,,,,,Disk diffusion,0,16,32,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Norfloxacin,NOR,Fluoroquinolones,,,,,,Disk diffusion,4,0,44,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Gentamycin,GEN,Aminoglycosides,,,,,,Disk diffusion,4,4,40,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Amikacin,AMK,Aminoglycosides,,,,,,Disk diffusion,8,20,20,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Streptomycin,STR,Aminoglycosides,,,,,,Disk diffusion,36,0,12,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,Imipenem,IMP,Carbapenem,,,,,,Disk diffusion,0,0,48,100,CLSI,,,
10.4315/0362-028X.JFP-15-224,Iwu et al.2006,"Multidrug-Resistant Salmonella Isolates from Swine in the Eastern Cape Province, South Africa.",2006,Journal of food protection,South Africa,ZAF,-32.531607,26.849828,,,Pigs,Salmonella,,,Escherichia coli 25922,Feacal,18.6,500,48,PolymyxinB,PMB,Polymyxins,,,,,,Disk diffusion,44,4,0,100,CLSI,,,
10.1016/j.prevetmed.2014.03.009,Ikwap et al.2014,"Salmonella species in piglets and weaners from Uganda: prevalence, antimicrobial resistance and herd-level risk factors.",2014,Preventive veterinary medicine,Uganda,UGA,2.781713,32.309131,2011,2012,Pigs,Salmonella,,,Escherichia coli ATCC 25922,,12,,53,Ampicillin,AMP,Penicillin ,,,,,,,2,3,48,91.6,CLSI 2012,,,
10.1016/j.prevetmed.2014.03.009,Ikwap et al.2014,"Salmonella species in piglets and weaners from Uganda: prevalence, antimicrobial resistance and herd-level risk factors.",2014,Preventive veterinary medicine,Uganda,UGA,2.781713,32.309131,2011,2012,Pigs,Salmonella,,,Escherichia coli ATCC 25922,,12,,53,Cefotaxime,CTX,3rd generation Cephalosporin,,,,,,,0,0,53,91.6,CLSI 2012,,,
10.1016/j.prevetmed.2014.03.009,Ikwap et al.2014,"Salmonella species in piglets and weaners from Uganda: prevalence, antimicrobial resistance and herd-level risk factors.",2014,Preventive veterinary medicine,Uganda,UGA,2.781713,32.309131,2011,2012,Pigs,Salmonella,,,Escherichia coli ATCC 25922,,12,,53,Ceftazadime,CAZ,3rd generation Cephalosporin,,,,,,,0,0,53,91.6,CLSI 2012,,,
10.1016/j.prevetmed.2014.03.009,Ikwap et al.2014,"Salmonella species in piglets and weaners from Uganda: prevalence, antimicrobial resistance and herd-level risk factors.",2014,Preventive veterinary medicine,Uganda,UGA,2.781713,32.309131,2011,2012,Pigs,Salmonella,,,Escherichia coli ATCC 25922,,12,,53,Gentamycin,GEN,Aminoglycosides,,,,,,,0,0,53,91.6,CLSI 2012,,,
10.1016/j.prevetmed.2014.03.009,Ikwap et al.2014,"Salmonella species in piglets and weaners from Uganda: prevalence, antimicrobial resistance and herd-level risk factors.",2014,Preventive veterinary medicine,Uganda,UGA,2.781713,32.309131,2011,2012,Pigs,Salmonella,,,Escherichia coli ATCC 25922,,12,,53,Kanamycin,KAN,Aminoglycosides,,,,,,,1,0,52,91.6,CLSI 2012,,,
10.1016/j.prevetmed.2014.03.009,Ikwap et al.2014,"Salmonella species in piglets and weaners from Uganda: prevalence, antimicrobial resistance and herd-level risk factors.",2014,Preventive veterinary medicine,Uganda,UGA,2.781713,32.309131,2011,2012,Pigs,Salmonella,,,Escherichia coli ATCC 25922,,12,,53,Tetracycline,TET,Tetracycline,,,,,,,2,0,51,91.6,CLSI 2012,,,
10.1016/j.prevetmed.2014.03.009,Ikwap et al.2014,"Salmonella species in piglets and weaners from Uganda: prevalence, antimicrobial resistance and herd-level risk factors.",2014,Preventive veterinary medicine,Uganda,UGA,2.781713,32.309131,2011,2012,Pigs,Salmonella,,,Escherichia coli ATCC 25922,,12,,53,Ciproflaxin,CIP,Fluoroquinolones,,,,,,,0,0,53,91.6,CLSI 2012,,,
10.1016/j.prevetmed.2014.03.009,Ikwap et al.2014,"Salmonella species in piglets and weaners from Uganda: prevalence, antimicrobial resistance and herd-level risk factors.",2014,Preventive veterinary medicine,Uganda,UGA,2.781713,32.309131,2011,2012,Pigs,Salmonella,,,Escherichia coli ATCC 25922,,12,,53,Nalidixic acid,NAL,Fluoroquinolones,,,,,,,0,0,53,91.6,CLSI 2012,,,
10.1016/j.prevetmed.2014.03.009,Ikwap et al.2014,"Salmonella species in piglets and weaners from Uganda: prevalence, antimicrobial resistance and herd-level risk factors.",2014,Preventive veterinary medicine,Uganda,UGA,2.781713,32.309131,2011,2012,Pigs,Salmonella,,,Escherichia coli ATCC 25922,,12,,53,Sulfamethoxazole,SMX,Sulfonamides,,,,,,,23,0,30,91.6,CLSI 2012,,,
10.1016/j.prevetmed.2014.03.009,Ikwap et al.2014,"Salmonella species in piglets and weaners from Uganda: prevalence, antimicrobial resistance and herd-level risk factors.",2014,Preventive veterinary medicine,Uganda,UGA,2.781713,32.309131,2011,2012,Pigs,Salmonella,,,Escherichia coli ATCC 25922,,12,,53,Trimethoprim,TMP,"Sulfonamide, Trimethoprim and Combinations",,,,,,,7,0,46,91.6,CLSI 2012,,,
10.1016/j.prevetmed.2014.03.009,Ikwap et al.2014,"Salmonella species in piglets and weaners from Uganda: prevalence, antimicrobial resistance and herd-level risk factors.",2014,Preventive veterinary medicine,Uganda,UGA,2.781713,32.309131,2011,2012,Pigs,Salmonella,,,Escherichia coli ATCC 25922,,12,,53,Chloromphenicols,CHL,Amphenicols,,,,,,,3,0,50,91.6,CLSI 2012,,,
10.1016/j.prevetmed.2014.03.009,Ikwap et al.2014,"Salmonella species in piglets and weaners from Uganda: prevalence, antimicrobial resistance and herd-level risk factors.",2014,Preventive veterinary medicine,Uganda,UGA,2.781713,32.309131,2011,2012,Pigs,Salmonella,,,Escherichia coli ATCC 25922,,12,,53,Streptomycin,STR,Aminoglycosides,,,,,,,8,0,45,91.6,CLSI 2012,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonell Enteriditis,,Feacal,39.5,,17,Piperacillin,PIP,Penicillin ,,,,,,,17,0,0,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonell Enteriditis,,Feacal,39.5,,17,Ampicillin,AMP,Penicillin ,,,,,,,17,0,0,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonell Enteriditis,,Feacal,39.5,,17,Gentamycin,GEN,Aminoglycosides,,,,,,,1,2,14,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonell Enteriditis,,Feacal,39.5,,17,Amoxycillin-cluvanic acid,AMC,Penicillin ,,,,,,,14,1,2,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonell Enteriditis,,Feacal,39.5,,17,Imipenem,IMP,Carbapenem,,,,,,,0,0,17,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonell Enteriditis,,Feacal,39.5,,17,Meropenem,MEM,Carbapenem,,,,,,,0,0,17,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonell Enteriditis,,Feacal,39.5,,17,Cefotaxime,CTX,3rd generation Cephalosporin,,,,,,,17,0,0,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonell Enteriditis,,Feacal,39.5,,17,Sulfamethoxazole,SMX,Sulfonamides,,,,,,,7,3,7,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonell Enteriditis,,Feacal,39.5,,17,Azithromycin,AZI,Macrolides,,,,,,,9,0,8,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonell Enteriditis,,Feacal,39.5,,17,Chloromphenicols,CHL,Amphenicols,,,,,,,2,1,14,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonell Enteriditis,,Feacal,39.5,,17,Ciproflaxin,CIP,Fluoroquinolones,,,,,,,15,2,0,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonell Enteriditis,,Feacal,39.5,,17,Tetracycline,TET,Tetracycline,,,,,,,4,0,13,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonella Typhimirium,,Feacal,30.2,,13,Piperacillin,PIP,Penicillin ,,,,,,,13,0,0,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonella Typhimirium,,Feacal,30.2,,13,Ampicillin,AMP,Penicillin ,,,,,,,13,0,0,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonella Typhimirium,,Feacal,30.2,,13,Gentamycin,GEN,Aminoglycosides,,,,,,,0,0,13,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonella Typhimirium,,Feacal,30.2,,13,Amoxycillin-cluvanic acid,AMC,Penicillin ,,,,,,,9,1,3,23.08,CLSI 2018,,,
10.1371/journal.pone.0281329,Igbinosa et al.2023,"Identification and characterization of MDR virulent Salmonella spp isolated from smallholder poultry production environment in Edo and Delta States, Nigeria.",2023,PloS one,Nigeria,NGA,5.795029,6.031171,2020,2020,Chicken,Salmonella,,Salmonella Typhimirium,,Feacal,30.2,,13,Imipenem,IMP,Carbapenem,,,,,,,0,0,13,23.08,CLSI 2018,,,
